"subject" "activity" "domain" "signal_type" "signal_source" "parameter" "axis" "mean(value)"
"23" "walking" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.545051691694915
"23" "walking" "fourier.transform" "gyroscope" "body" "std.deviation" "y" 0.286581518449153
"23" "walking" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.287820868152542
"23" "walking" "time" "accelerometer" "body" "mean" "magnitude" -0.0829794927050847
"23" "walking" "time" "accelerometer" "body" "mean" "x" 0.185971896416864
"23" "walking" "time" "accelerometer" "body" "mean" "y" -0.00173313925338983
"23" "walking" "time" "accelerometer" "body" "mean" "z" -0.05764555025
"23" "walking" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.118404395437966
"23" "walking" "time" "accelerometer" "body" "std.deviation" "x" -0.271424947847458
"23" "walking" "time" "accelerometer" "body" "std.deviation" "y" -0.0997611601409322
"23" "walking" "time" "accelerometer" "body" "std.deviation" "z" 0.0674545898898305
"23" "walking" "time" "accelerometer" "gravity" "mean" "magnitude" -0.0988770198220339
"23" "walking" "time" "accelerometer" "gravity" "mean" "x" 0.939809688644068
"23" "walking" "time" "accelerometer" "gravity" "mean" "y" -0.16176137
"23" "walking" "time" "accelerometer" "gravity" "mean" "z" -0.160763360338983
"23" "walking" "time" "accelerometer" "gravity" "std.deviation" "magnitude" -0.209989354570847
"23" "walking" "time" "accelerometer" "gravity" "std.deviation" "x" -0.977230903898305
"23" "walking" "time" "accelerometer" "gravity" "std.deviation" "y" -0.966550706949153
"23" "walking" "time" "accelerometer" "gravity" "std.deviation" "z" -0.932981341864407
"23" "walking" "time" "gyroscope" "body" "mean" "magnitude" -0.000283142450762712
"23" "walking" "time" "gyroscope" "body" "mean" "x" -0.0604642554711864
"23" "walking" "time" "gyroscope" "body" "mean" "y" -0.0578451338313559
"23" "walking" "time" "gyroscope" "body" "mean" "z" 0.00870009910822034
"23" "walking" "time" "gyroscope" "body" "std.deviation" "magnitude" 0.206759827870847
"23" "walking" "time" "gyroscope" "body" "std.deviation" "x" -0.42914604161017
"23" "walking" "time" "gyroscope" "body" "std.deviation" "y" 0.277701577694915
"23" "walking" "time" "gyroscope" "body" "std.deviation" "z" -0.292045828054237
"23" "walking_downstairs" "fourier.transform" "accelerometer" "body" "mean" "magnitude" 0.349919858842593
"23" "walking_downstairs" "fourier.transform" "accelerometer" "body" "mean" "x" 0.203485562924074
"23" "walking_downstairs" "fourier.transform" "accelerometer" "body" "mean" "y" 0.0117464165601852
"23" "walking_downstairs" "fourier.transform" "accelerometer" "body" "mean" "z" 0.219147284975926
"23" "walking_downstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" 0.0895437342925926
"23" "walking_downstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "x" 0.0268312356268519
"23" "walking_downstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "y" -0.0672347362993519
"23" "walking_downstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.00186273283425926
"23" "walking_downstairs" "fourier.transform" "gyroscope" "body" "mean" "magnitude" 0.11275059960463
"23" "walking_downstairs" "fourier.transform" "gyroscope" "body" "mean" "x" -0.214730713222222
"23" "walking_downstairs" "fourier.transform" "gyroscope" "body" "mean" "y" 0.328817010088889
"23" "walking_downstairs" "fourier.transform" "gyroscope" "body" "mean" "z" -0.141266888477778
"23" "walking_downstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.129393901981481
"23" "walking_downstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.482598325037037
"23" "walking_downstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "y" 0.12605231802963
"23" "walking_downstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.305896699222222
"23" "walking_downstairs" "time" "accelerometer" "body" "mean" "magnitude" 0.120096806661111
"23" "walking_downstairs" "time" "accelerometer" "body" "mean" "x" 0.173849235856481
"23" "walking_downstairs" "time" "accelerometer" "body" "mean" "y" 0.0106446846750926
"23" "walking_downstairs" "time" "accelerometer" "body" "mean" "z" -0.0498975441796296
"23" "walking_downstairs" "time" "accelerometer" "body" "std.deviation" "magnitude" 0.261225582219444
"23" "walking_downstairs" "time" "accelerometer" "body" "std.deviation" "x" 0.121543173059259
"23" "walking_downstairs" "time" "accelerometer" "body" "std.deviation" "y" 0.009964455795
"23" "walking_downstairs" "time" "accelerometer" "body" "std.deviation" "z" 0.130457225361019
"23" "walking_downstairs" "time" "accelerometer" "gravity" "mean" "magnitude" 0.127211137694444
"23" "walking_downstairs" "time" "accelerometer" "gravity" "mean" "x" 0.923711401296296
"23" "walking_downstairs" "time" "accelerometer" "gravity" "mean" "y" -0.110028841648148
"23" "walking_downstairs" "time" "accelerometer" "gravity" "mean" "z" -0.153671532259259
"23" "walking_downstairs" "time" "accelerometer" "gravity" "std.deviation" "magnitude" 0.230363964351852
"23" "walking_downstairs" "time" "accelerometer" "gravity" "std.deviation" "x" -0.950790837407407
"23" "walking_downstairs" "time" "accelerometer" "gravity" "std.deviation" "y" -0.93901254962963
"23" "walking_downstairs" "time" "accelerometer" "gravity" "std.deviation" "z" -0.905888257592593
"23" "walking_downstairs" "time" "gyroscope" "body" "mean" "magnitude" -0.00361011423240741
"23" "walking_downstairs" "time" "gyroscope" "body" "mean" "x" -0.0877744217166667
"23" "walking_downstairs" "time" "gyroscope" "body" "mean" "y" -0.0602984539509259
"23" "walking_downstairs" "time" "gyroscope" "body" "mean" "z" 0.0330173740537037
"23" "walking_downstairs" "time" "gyroscope" "body" "std.deviation" "magnitude" 0.0567440693555556
"23" "walking_downstairs" "time" "gyroscope" "body" "std.deviation" "x" -0.369574366203704
"23" "walking_downstairs" "time" "gyroscope" "body" "std.deviation" "y" 0.180237837125
"23" "walking_downstairs" "time" "gyroscope" "body" "std.deviation" "z" -0.288286063935185
"23" "walking_upstairs" "fourier.transform" "accelerometer" "body" "mean" "magnitude" -0.2671753635
"23" "walking_upstairs" "fourier.transform" "accelerometer" "body" "mean" "x" -0.319124101372549
"23" "walking_upstairs" "fourier.transform" "accelerometer" "body" "mean" "y" -0.201606841053922
"23" "walking_upstairs" "fourier.transform" "accelerometer" "body" "mean" "z" -0.208591363655882
"23" "walking_upstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" -0.432186244117647
"23" "walking_upstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "x" -0.329593550676471
"23" "walking_upstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "y" -0.171417351195686
"23" "walking_upstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.182223813983039
"23" "walking_upstairs" "fourier.transform" "gyroscope" "body" "mean" "magnitude" -0.449551971111765
"23" "walking_upstairs" "fourier.transform" "gyroscope" "body" "mean" "x" -0.430239229235294
"23" "walking_upstairs" "fourier.transform" "gyroscope" "body" "mean" "y" -0.290447408901961
"23" "walking_upstairs" "fourier.transform" "gyroscope" "body" "mean" "z" -0.163001294113725
"23" "walking_upstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.551575519
"23" "walking_upstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.590430783921569
"23" "walking_upstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "y" -0.301619977058824
"23" "walking_upstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.0822521122215686
"23" "walking_upstairs" "time" "accelerometer" "body" "mean" "magnitude" -0.161448786238235
"23" "walking_upstairs" "time" "accelerometer" "body" "mean" "x" 0.161180084748039
"23" "walking_upstairs" "time" "accelerometer" "body" "mean" "y" 0.00380094195186275
"23" "walking_upstairs" "time" "accelerometer" "body" "mean" "z" -0.0554835999990196
"23" "walking_upstairs" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.317301281764706
"23" "walking_upstairs" "time" "accelerometer" "body" "std.deviation" "x" -0.304643220639216
"23" "walking_upstairs" "time" "accelerometer" "body" "std.deviation" "y" -0.141690726206569
"23" "walking_upstairs" "time" "accelerometer" "body" "std.deviation" "z" -0.153646415520588
"23" "walking_upstairs" "time" "accelerometer" "gravity" "mean" "magnitude" -0.0117536873784314
"23" "walking_upstairs" "time" "accelerometer" "gravity" "mean" "x" 0.843438810196078
"23" "walking_upstairs" "time" "accelerometer" "gravity" "mean" "y" -0.214481808235294
"23" "walking_upstairs" "time" "accelerometer" "gravity" "mean" "z" -0.35593445
"23" "walking_upstairs" "time" "accelerometer" "gravity" "std.deviation" "magnitude" -0.271893714117647
"23" "walking_upstairs" "time" "accelerometer" "gravity" "std.deviation" "x" -0.933344481568627
"23" "walking_upstairs" "time" "accelerometer" "gravity" "std.deviation" "y" -0.910474557058824
"23" "walking_upstairs" "time" "accelerometer" "gravity" "std.deviation" "z" -0.902065910392157
"23" "walking_upstairs" "time" "gyroscope" "body" "mean" "magnitude" -0.33044714969049
"23" "walking_upstairs" "time" "gyroscope" "body" "mean" "x" -0.0070595347617647
"23" "walking_upstairs" "time" "gyroscope" "body" "mean" "y" -0.0819793839205882
"23" "walking_upstairs" "time" "gyroscope" "body" "mean" "z" -0.0625278026852941
"23" "walking_upstairs" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.459004088970588
"23" "walking_upstairs" "time" "gyroscope" "body" "std.deviation" "x" -0.549491729117647
"23" "walking_upstairs" "time" "gyroscope" "body" "std.deviation" "y" -0.393597991764706
"23" "walking_upstairs" "time" "gyroscope" "body" "std.deviation" "z" -0.287747770610784
"24" "laying" "fourier.transform" "accelerometer" "body" "mean" "magnitude" -0.978139576180556
"24" "laying" "fourier.transform" "accelerometer" "body" "mean" "x" -0.980946116944444
"24" "laying" "fourier.transform" "accelerometer" "body" "mean" "y" -0.981485487986111
"24" "laying" "fourier.transform" "accelerometer" "body" "mean" "z" -0.979092252638889
"24" "laying" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" -0.977174070138889
"24" "laying" "fourier.transform" "accelerometer" "body" "std.deviation" "x" -0.976653799791667
"24" "laying" "fourier.transform" "accelerometer" "body" "std.deviation" "y" -0.984348170416667
"24" "laying" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.978121709861111
"24" "laying" "fourier.transform" "gyroscope" "body" "mean" "magnitude" -0.971299062083333
"24" "laying" "fourier.transform" "gyroscope" "body" "mean" "x" -0.976570564027778
"24" "laying" "fourier.transform" "gyroscope" "body" "mean" "y" -0.966111980277778
"24" "laying" "fourier.transform" "gyroscope" "body" "mean" "z" -0.981093036111111
"24" "laying" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.970733032847222
"24" "laying" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.984713284166667
"24" "laying" "fourier.transform" "gyroscope" "body" "std.deviation" "y" -0.95779294875
"24" "laying" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.983602745694445
"24" "laying" "time" "accelerometer" "body" "mean" "magnitude" -0.978691656527778
"24" "laying" "time" "accelerometer" "body" "mean" "x" 0.176785863840278
"24" "laying" "time" "accelerometer" "body" "mean" "y" -0.00268678429659722
"24" "laying" "time" "accelerometer" "body" "mean" "z" -0.0565642478675694
"24" "laying" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.976480380763889
"24" "laying" "time" "accelerometer" "body" "std.deviation" "x" -0.977174727430556
"24" "laying" "time" "accelerometer" "body" "std.deviation" "y" -0.982778478472222
"24" "laying" "time" "accelerometer" "body" "std.deviation" "z" -0.978327162847222
"24" "laying" "time" "accelerometer" "gravity" "mean" "magnitude" -0.9718540425
"24" "laying" "time" "accelerometer" "gravity" "mean" "x" -0.359292534027778
"24" "laying" "time" "accelerometer" "gravity" "mean" "y" 0.738430699305556
"24" "laying" "time" "accelerometer" "gravity" "mean" "z" 0.683839909722222
"24" "laying" "time" "accelerometer" "gravity" "std.deviation" "magnitude" -0.969354834166667
"24" "laying" "time" "accelerometer" "gravity" "std.deviation" "x" -0.960412164305556
"24" "laying" "time" "accelerometer" "gravity" "std.deviation" "y" -0.993454358055556
"24" "laying" "time" "accelerometer" "gravity" "std.deviation" "z" -0.979239668194444
"24" "laying" "time" "gyroscope" "body" "mean" "magnitude" -0.968286193263889
"24" "laying" "time" "gyroscope" "body" "mean" "x" -0.0585909012986111
"24" "laying" "time" "gyroscope" "body" "mean" "y" -0.0668930882013889
"24" "laying" "time" "gyroscope" "body" "mean" "z" 0.0246595248263889
"24" "laying" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.968244518472222
"24" "laying" "time" "gyroscope" "body" "std.deviation" "x" -0.981258720347222
"24" "laying" "time" "gyroscope" "body" "std.deviation" "y" -0.969195431875
"24" "laying" "time" "gyroscope" "body" "std.deviation" "z" -0.987041478611111
"24" "sitting" "fourier.transform" "accelerometer" "body" "mean" "magnitude" -0.976687497205882
"24" "sitting" "fourier.transform" "accelerometer" "body" "mean" "x" -0.989193455
"24" "sitting" "fourier.transform" "accelerometer" "body" "mean" "y" -0.971000719264706
"24" "sitting" "fourier.transform" "accelerometer" "body" "mean" "z" -0.974481540661765
"24" "sitting" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" -0.975732991029412
"24" "sitting" "fourier.transform" "accelerometer" "body" "std.deviation" "x" -0.990194406470588
"24" "sitting" "fourier.transform" "accelerometer" "body" "std.deviation" "y" -0.968274068970588
"24" "sitting" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.970205573529412
"24" "sitting" "fourier.transform" "gyroscope" "body" "mean" "magnitude" -0.984414235955882
"24" "sitting" "fourier.transform" "gyroscope" "body" "mean" "x" -0.985676523823529
"24" "sitting" "fourier.transform" "gyroscope" "body" "mean" "y" -0.981200181176471
"24" "sitting" "fourier.transform" "gyroscope" "body" "mean" "z" -0.974686891029412
"24" "sitting" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.980019478676471
"24" "sitting" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.988891551764706
"24" "sitting" "fourier.transform" "gyroscope" "body" "std.deviation" "y" -0.976252427794118
"24" "sitting" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.972851787647059
"24" "sitting" "time" "accelerometer" "body" "mean" "magnitude" -0.977267489411765
"24" "sitting" "time" "accelerometer" "body" "mean" "x" 0.1749037715
"24" "sitting" "time" "accelerometer" "body" "mean" "y" -0.00417924201818382
"24" "sitting" "time" "accelerometer" "body" "mean" "z" -0.0520870315703676
"24" "sitting" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.974599069705882
"24" "sitting" "time" "accelerometer" "body" "std.deviation" "x" -0.989579074411765
"24" "sitting" "time" "accelerometer" "body" "std.deviation" "y" -0.967914820073529
"24" "sitting" "time" "accelerometer" "body" "std.deviation" "z" -0.970859529117647
"24" "sitting" "time" "accelerometer" "gravity" "mean" "magnitude" -0.968979156470588
"24" "sitting" "time" "accelerometer" "gravity" "mean" "x" 0.919637604411765
"24" "sitting" "time" "accelerometer" "gravity" "mean" "y" 0.182254651955882
"24" "sitting" "time" "accelerometer" "gravity" "mean" "z" 0.109559621020588
"24" "sitting" "time" "accelerometer" "gravity" "std.deviation" "magnitude" -0.963779683235294
"24" "sitting" "time" "accelerometer" "gravity" "std.deviation" "x" -0.989660149852941
"24" "sitting" "time" "accelerometer" "gravity" "std.deviation" "y" -0.971692544705882
"24" "sitting" "time" "accelerometer" "gravity" "std.deviation" "z" -0.963406795735294
"24" "sitting" "time" "gyroscope" "body" "mean" "magnitude" -0.977969838529412
"24" "sitting" "time" "gyroscope" "body" "mean" "x" -0.0654006139169118
"24" "sitting" "time" "gyroscope" "body" "mean" "y" -0.0578151028522059
"24" "sitting" "time" "gyroscope" "body" "mean" "z" 0.0142236839816176
"24" "sitting" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.979990846691176
"24" "sitting" "time" "gyroscope" "body" "std.deviation" "x" -0.989776828235294
"24" "sitting" "time" "gyroscope" "body" "std.deviation" "y" -0.983867407867647
"24" "sitting" "time" "gyroscope" "body" "std.deviation" "z" -0.980563907205882
"24" "standing" "fourier.transform" "accelerometer" "body" "mean" "magnitude" -0.966158721666667
"24" "standing" "fourier.transform" "accelerometer" "body" "mean" "x" -0.982672637101449
"24" "standing" "fourier.transform" "accelerometer" "body" "mean" "y" -0.958345375434783
"24" "standing" "fourier.transform" "accelerometer" "body" "mean" "z" -0.96399403384058
"24" "standing" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" -0.961359032971015
"24" "standing" "fourier.transform" "accelerometer" "body" "std.deviation" "x" -0.985286772246377
"24" "standing" "fourier.transform" "accelerometer" "body" "std.deviation" "y" -0.952341487753623
"24" "standing" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.951869604275362
"24" "standing" "fourier.transform" "gyroscope" "body" "mean" "magnitude" -0.972520776014493
"24" "standing" "fourier.transform" "gyroscope" "body" "mean" "x" -0.958540187246377
"24" "standing" "fourier.transform" "gyroscope" "body" "mean" "y" -0.970426493768116
"24" "standing" "fourier.transform" "gyroscope" "body" "mean" "z" -0.970133388405797
"24" "standing" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.967081138478261
"24" "standing" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.961885695217391
"24" "standing" "fourier.transform" "gyroscope" "body" "std.deviation" "y" -0.965798055507246
"24" "standing" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.972688652173913
"24" "standing" "time" "accelerometer" "body" "mean" "magnitude" -0.963840985797101
"24" "standing" "time" "accelerometer" "body" "mean" "x" 0.177483312782609
"24" "standing" "time" "accelerometer" "body" "mean" "y" -0.00174728256237681
"24" "standing" "time" "accelerometer" "body" "mean" "z" -0.0559051514521014
"24" "standing" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.960504677391304
"24" "standing" "time" "accelerometer" "body" "std.deviation" "x" -0.983914853985507
"24" "standing" "time" "accelerometer" "body" "std.deviation" "y" -0.952308806521739
"24" "standing" "time" "accelerometer" "body" "std.deviation" "z" -0.953999942536232
"24" "standing" "time" "accelerometer" "gravity" "mean" "magnitude" -0.950061017681159
"24" "standing" "time" "accelerometer" "gravity" "mean" "x" 0.96644228
"24" "standing" "time" "accelerometer" "gravity" "mean" "y" -0.145201300942029
"24" "standing" "time" "accelerometer" "gravity" "mean" "z" -0.0530585403536232
"24" "standing" "time" "accelerometer" "gravity" "std.deviation" "magnitude" -0.94790101173913
"24" "standing" "time" "accelerometer" "gravity" "std.deviation" "x" -0.992197591884058
"24" "standing" "time" "accelerometer" "gravity" "std.deviation" "y" -0.968155388695652
"24" "standing" "time" "accelerometer" "gravity" "std.deviation" "z" -0.94618494942029
"24" "standing" "time" "gyroscope" "body" "mean" "magnitude" -0.968452931521739
"24" "standing" "time" "gyroscope" "body" "mean" "x" -0.0635279615644928
"24" "standing" "time" "gyroscope" "body" "mean" "y" -0.0562142641246377
"24" "standing" "time" "gyroscope" "body" "mean" "z" 0.0127032884927536
"24" "standing" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.966550248768116
"24" "standing" "time" "gyroscope" "body" "std.deviation" "x" -0.968297734710145
"24" "standing" "time" "gyroscope" "body" "std.deviation" "y" -0.974641045362319
"24" "standing" "time" "gyroscope" "body" "std.deviation" "z" -0.976617780797101
"24" "walking" "fourier.transform" "accelerometer" "body" "mean" "magnitude" -0.426629979482759
"24" "walking" "fourier.transform" "accelerometer" "body" "mean" "x" -0.501023985689655
"24" "walking" "fourier.transform" "accelerometer" "body" "mean" "y" -0.278011524232759
"24" "walking" "fourier.transform" "accelerometer" "body" "mean" "z" -0.40720661887931
"24" "walking" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" -0.496622914568966
"24" "walking" "fourier.transform" "accelerometer" "body" "std.deviation" "x" -0.485187186810345
"24" "walking" "fourier.transform" "accelerometer" "body" "std.deviation" "y" -0.238560011267241
"24" "walking" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.412881268965517
"24" "walking" "fourier.transform" "gyroscope" "body" "mean" "magnitude" -0.553051777931034
"24" "walking" "fourier.transform" "gyroscope" "body" "mean" "x" -0.468295081206897
"24" "walking" "fourier.transform" "gyroscope" "body" "mean" "y" -0.479841432931034
"24" "walking" "fourier.transform" "gyroscope" "body" "mean" "z" -0.39144792137931
"24" "walking" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.617740266896552
"24" "walking" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.616915839310345
"24" "walking" "fourier.transform" "gyroscope" "body" "std.deviation" "y" -0.495896271896552
"24" "walking" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.453337858448276
"24" "walking" "time" "accelerometer" "body" "mean" "magnitude" -0.3498529075
"24" "walking" "time" "accelerometer" "body" "mean" "x" 0.175087356785345
"24" "walking" "time" "accelerometer" "body" "mean" "y" -0.005209590475
"24" "walking" "time" "accelerometer" "body" "mean" "z" -0.0611180458448276
"24" "walking" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.445444290603448
"24" "walking" "time" "accelerometer" "body" "std.deviation" "x" -0.478312810862069
"24" "walking" "time" "accelerometer" "body" "std.deviation" "y" -0.228173829685345
"24" "walking" "time" "accelerometer" "body" "std.deviation" "z" -0.39001474112069
"24" "walking" "time" "accelerometer" "gravity" "mean" "magnitude" -0.299983613965517
"24" "walking" "time" "accelerometer" "gravity" "mean" "x" 0.95970108137931
"24" "walking" "time" "accelerometer" "gravity" "mean" "y" -0.115116241810345
"24" "walking" "time" "accelerometer" "gravity" "mean" "z" -0.140910029827586
"24" "walking" "time" "accelerometer" "gravity" "std.deviation" "magnitude" -0.48106401862069
"24" "walking" "time" "accelerometer" "gravity" "std.deviation" "x" -0.983132400344828
"24" "walking" "time" "accelerometer" "gravity" "std.deviation" "y" -0.962578844310345
"24" "walking" "time" "accelerometer" "gravity" "std.deviation" "z" -0.962822966551724
"24" "walking" "time" "gyroscope" "body" "mean" "magnitude" -0.45544445137931
"24" "walking" "time" "gyroscope" "body" "mean" "x" -0.0585219275353448
"24" "walking" "time" "gyroscope" "body" "mean" "y" -0.0580665444232759
"24" "walking" "time" "gyroscope" "body" "mean" "z" 0.0116085401991379
"24" "walking" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.559942989224138
"24" "walking" "time" "gyroscope" "body" "std.deviation" "x" -0.535685414396552
"24" "walking" "time" "gyroscope" "body" "std.deviation" "y" -0.500706424913793
"24" "walking" "time" "gyroscope" "body" "std.deviation" "z" -0.477061103103448
"24" "walking_downstairs" "fourier.transform" "accelerometer" "body" "mean" "magnitude" -0.112000149884727
"24" "walking_downstairs" "fourier.transform" "accelerometer" "body" "mean" "x" -0.299250044181818
"24" "walking_downstairs" "fourier.transform" "accelerometer" "body" "mean" "y" -0.156003666323636
"24" "walking_downstairs" "fourier.transform" "accelerometer" "body" "mean" "z" -0.211912633484545
"24" "walking_downstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" -0.129023599915909
"24" "walking_downstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "x" -0.195419596339273
"24" "walking_downstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "y" -0.166408977582727
"24" "walking_downstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.310061895463636
"24" "walking_downstairs" "fourier.transform" "gyroscope" "body" "mean" "magnitude" -0.424374306272727
"24" "walking_downstairs" "fourier.transform" "gyroscope" "body" "mean" "x" -0.272469211854545
"24" "walking_downstairs" "fourier.transform" "gyroscope" "body" "mean" "y" -0.433475431818182
"24" "walking_downstairs" "fourier.transform" "gyroscope" "body" "mean" "z" -0.396286646363636
"24" "walking_downstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.474088878181818
"24" "walking_downstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.484894683818182
"24" "walking_downstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "y" -0.523412701636364
"24" "walking_downstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.573281905454545
"24" "walking_downstairs" "time" "accelerometer" "body" "mean" "magnitude" -0.168438430571818
"24" "walking_downstairs" "time" "accelerometer" "body" "mean" "x" 0.184446595881818
"24" "walking_downstairs" "time" "accelerometer" "body" "mean" "y" -0.009523098784
"24" "walking_downstairs" "time" "accelerometer" "body" "mean" "z" -0.0566439894231818
"24" "walking_downstairs" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.0829929411518182
"24" "walking_downstairs" "time" "accelerometer" "body" "std.deviation" "x" -0.20997568727
"24" "walking_downstairs" "time" "accelerometer" "body" "std.deviation" "y" -0.135949607262727
"24" "walking_downstairs" "time" "accelerometer" "body" "std.deviation" "z" -0.247902878654545
"24" "walking_downstairs" "time" "accelerometer" "gravity" "mean" "magnitude" -0.0737699163072727
"24" "walking_downstairs" "time" "accelerometer" "gravity" "mean" "x" 0.950883416727273
"24" "walking_downstairs" "time" "accelerometer" "gravity" "mean" "y" -0.128326710927273
"24" "walking_downstairs" "time" "accelerometer" "gravity" "mean" "z" -0.140123155018182
"24" "walking_downstairs" "time" "accelerometer" "gravity" "std.deviation" "magnitude" -0.0224839122854545
"24" "walking_downstairs" "time" "accelerometer" "gravity" "std.deviation" "x" -0.961845327454545
"24" "walking_downstairs" "time" "accelerometer" "gravity" "std.deviation" "y" -0.941478979454546
"24" "walking_downstairs" "time" "accelerometer" "gravity" "std.deviation" "z" -0.942207718727273
"24" "walking_downstairs" "time" "gyroscope" "body" "mean" "magnitude" -0.401059022363636
"24" "walking_downstairs" "time" "gyroscope" "body" "mean" "x" -0.0890607012672727
"24" "walking_downstairs" "time" "gyroscope" "body" "mean" "y" -0.0417033278272727
"24" "walking_downstairs" "time" "gyroscope" "body" "mean" "z" 0.0353840547272727
"24" "walking_downstairs" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.411427364881818
"24" "walking_downstairs" "time" "gyroscope" "body" "std.deviation" "x" -0.395181809085455
"24" "walking_downstairs" "time" "gyroscope" "body" "std.deviation" "y" -0.502000129545455
"24" "walking_downstairs" "time" "gyroscope" "body" "std.deviation" "z" -0.484884093090909
"24" "walking_upstairs" "fourier.transform" "accelerometer" "body" "mean" "magnitude" -0.376050884067797
"24" "walking_upstairs" "fourier.transform" "accelerometer" "body" "mean" "x" -0.45571758559322
"24" "walking_upstairs" "fourier.transform" "accelerometer" "body" "mean" "y" -0.390008392762712
"24" "walking_upstairs" "fourier.transform" "accelerometer" "body" "mean" "z" -0.39809159940678
"24" "walking_upstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" -0.432965587711864
"24" "walking_upstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "x" -0.426635136101695
"24" "walking_upstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "y" -0.321815499240678
"24" "walking_upstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.422935283220339
"24" "walking_upstairs" "fourier.transform" "gyroscope" "body" "mean" "magnitude" -0.605389832372881
"24" "walking_upstairs" "fourier.transform" "gyroscope" "body" "mean" "x" -0.503188684915254
"24" "walking_upstairs" "fourier.transform" "gyroscope" "body" "mean" "y" -0.546620981186441
"24" "walking_upstairs" "fourier.transform" "gyroscope" "body" "mean" "z" -0.372182912033898
"24" "walking_upstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.601473970338983
"24" "walking_upstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.602945480677966
"24" "walking_upstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "y" -0.586177824237288
"24" "walking_upstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.311996408983051
"24" "walking_upstairs" "time" "accelerometer" "body" "mean" "magnitude" -0.357445221271186
